Gene,logFC,t_stat,p_value,q_value
227658_s_at,,0.0,1.0,1.0
227660_at,,0.0,1.0,1.0
227662_at,,0.0,1.0,1.0
227663_at,,0.0,1.0,1.0
227665_at,,0.0,1.0,1.0
227666_at,,0.0,1.0,1.0
227667_at,,0.0,1.0,1.0
227668_at,,0.0,1.0,1.0
227669_at,,0.0,1.0,1.0
227670_at,,0.0,1.0,1.0
227671_at,,0.0,1.0,1.0
227672_at,,0.0,1.0,1.0
227674_at,,0.0,1.0,1.0
227676_at,,0.0,1.0,1.0
227677_at,,0.0,1.0,1.0
227678_at,,0.0,1.0,1.0
227679_at,,0.0,1.0,1.0
227680_at,,0.0,1.0,1.0
227682_at,,0.0,1.0,1.0
227684_at,,0.0,1.0,1.0
227685_at,,0.0,1.0,1.0
227686_at,,0.0,1.0,1.0
227687_at,,0.0,1.0,1.0
227688_at,,0.0,1.0,1.0
227689_at,,0.0,1.0,1.0
227690_at,,0.0,1.0,1.0
227692_at,,0.0,1.0,1.0
227693_at,,0.0,1.0,1.0
227694_at,,0.0,1.0,1.0
227696_at,,0.0,1.0,1.0
227697_at,,0.0,1.0,1.0
227698_s_at,,0.0,1.0,1.0
227699_at,,0.0,1.0,1.0
227700_x_at,,0.0,1.0,1.0
227701_at,,0.0,1.0,1.0
227702_at,,0.0,1.0,1.0
227703_s_at,,0.0,1.0,1.0
227705_at,,0.0,1.0,1.0
227708_at,,0.0,1.0,1.0
227709_at,,0.0,1.0,1.0
227710_s_at,,0.0,1.0,1.0
227711_at,,0.0,1.0,1.0
227712_at,,0.0,1.0,1.0
227713_at,,0.0,1.0,1.0
227715_at,,0.0,1.0,1.0
227716_at,,0.0,1.0,1.0
227717_at,,0.0,1.0,1.0
227718_at,,0.0,1.0,1.0
227719_at,,0.0,1.0,1.0
227720_at,,0.0,1.0,1.0
227721_at,,0.0,1.0,1.0
227722_at,,0.0,1.0,1.0
227723_at,,0.0,1.0,1.0
227724_at,,0.0,1.0,1.0
227725_at,,0.0,1.0,1.0
227726_at,,0.0,1.0,1.0
227727_at,,0.0,1.0,1.0
227728_at,,0.0,1.0,1.0
227729_at,,0.0,1.0,1.0
227730_at,,0.0,1.0,1.0
227731_at,,0.0,1.0,1.0
227732_at,,0.0,1.0,1.0
227733_at,,0.0,1.0,1.0
227737_at,,0.0,1.0,1.0
227738_s_at,,0.0,1.0,1.0
227739_at,,0.0,1.0,1.0
227740_at,,0.0,1.0,1.0
227741_at,,0.0,1.0,1.0
227742_at,,0.0,1.0,1.0
227743_at,,0.0,1.0,1.0
227745_at,,0.0,1.0,1.0
227746_at,,0.0,1.0,1.0
227747_at,,0.0,1.0,1.0
227748_at,,0.0,1.0,1.0
227750_at,,0.0,1.0,1.0
227751_at,,0.0,1.0,1.0
227752_at,,0.0,1.0,1.0
227753_at,,0.0,1.0,1.0
227754_at,,0.0,1.0,1.0
227755_at,,0.0,1.0,1.0
227757_at,,0.0,1.0,1.0
227758_at,,0.0,1.0,1.0
227761_at,,0.0,1.0,1.0
227762_at,,0.0,1.0,1.0
227763_at,,0.0,1.0,1.0
227764_at,,0.0,1.0,1.0
227765_at,,0.0,1.0,1.0
227766_at,,0.0,1.0,1.0
227767_at,,0.0,1.0,1.0
227768_at,,0.0,1.0,1.0
227769_at,,0.0,1.0,1.0
227770_at,,0.0,1.0,1.0
227771_at,,0.0,1.0,1.0
227772_at,,0.0,1.0,1.0
227773_at,,0.0,1.0,1.0
227775_at,,0.0,1.0,1.0
227776_at,,0.0,1.0,1.0
227777_at,,0.0,1.0,1.0
227778_at,,0.0,1.0,1.0
227779_at,,0.0,1.0,1.0
227780_s_at,,0.0,1.0,1.0
227782_at,,0.0,1.0,1.0
227783_at,,0.0,1.0,1.0
227784_s_at,,0.0,1.0,1.0
227785_at,,0.0,1.0,1.0
227786_at,,0.0,1.0,1.0
227787_s_at,,0.0,1.0,1.0
227788_at,,0.0,1.0,1.0
227790_at,,0.0,1.0,1.0
227791_at,,0.0,1.0,1.0
227792_at,,0.0,1.0,1.0
227793_at,,0.0,1.0,1.0
227794_at,,0.0,1.0,1.0
227795_at,,0.0,1.0,1.0
227796_at,,0.0,1.0,1.0
227797_x_at,,0.0,1.0,1.0
227798_at,,0.0,1.0,1.0
227799_at,,0.0,1.0,1.0
227801_at,,0.0,1.0,1.0
227802_at,,0.0,1.0,1.0
227803_at,,0.0,1.0,1.0
227804_at,,0.0,1.0,1.0
227805_at,,0.0,1.0,1.0
227806_at,,0.0,1.0,1.0
227807_at,,0.0,1.0,1.0
227808_at,,0.0,1.0,1.0
227809_at,,0.0,1.0,1.0
227810_at,,0.0,1.0,1.0
227811_at,,0.0,1.0,1.0
227812_at,,0.0,1.0,1.0
227813_at,,0.0,1.0,1.0
227814_at,,0.0,1.0,1.0
227815_at,,0.0,1.0,1.0
227816_at,,0.0,1.0,1.0
227818_at,,0.0,1.0,1.0
227819_at,,0.0,1.0,1.0
227820_at,,0.0,1.0,1.0
227822_at,,0.0,1.0,1.0
227823_at,,0.0,1.0,1.0
227825_at,,0.0,1.0,1.0
227826_s_at,,0.0,1.0,1.0
227827_at,,0.0,1.0,1.0
227828_s_at,,0.0,1.0,1.0
227829_at,,0.0,1.0,1.0
227830_at,,0.0,1.0,1.0
227832_at,,0.0,1.0,1.0
227833_s_at,,0.0,1.0,1.0
227834_at,,0.0,1.0,1.0
227835_at,,0.0,1.0,1.0
227836_at,,0.0,1.0,1.0
227837_at,,0.0,1.0,1.0
227838_at,,0.0,1.0,1.0
227839_at,,0.0,1.0,1.0
227840_at,,0.0,1.0,1.0
227841_at,,0.0,1.0,1.0
227846_at,,0.0,1.0,1.0
227847_at,,0.0,1.0,1.0
227850_x_at,,0.0,1.0,1.0
227851_s_at,,0.0,1.0,1.0
227852_at,,0.0,1.0,1.0
227853_at,,0.0,1.0,1.0
227854_at,,0.0,1.0,1.0
227856_at,,0.0,1.0,1.0
227858_at,,0.0,1.0,1.0
227859_at,,0.0,1.0,1.0
227860_at,,0.0,1.0,1.0
227861_at,,0.0,1.0,1.0
227862_at,,0.0,1.0,1.0
227863_at,,0.0,1.0,1.0
227864_s_at,,0.0,1.0,1.0
227865_at,,0.0,1.0,1.0
227866_at,,0.0,1.0,1.0
227868_at,,0.0,1.0,1.0
227869_at,,0.0,1.0,1.0
227870_at,,0.0,1.0,1.0
227871_at,,0.0,1.0,1.0
227872_at,,0.0,1.0,1.0
227873_at,,0.0,1.0,1.0
227874_at,,0.0,1.0,1.0
227875_at,,0.0,1.0,1.0
227876_at,,0.0,1.0,1.0
227877_at,,0.0,1.0,1.0
227878_s_at,,0.0,1.0,1.0
227880_s_at,,0.0,1.0,1.0
227882_at,,0.0,1.0,1.0
227884_at,,0.0,1.0,1.0
227889_at,,0.0,1.0,1.0
227891_s_at,,0.0,1.0,1.0
227892_at,,0.0,1.0,1.0
227894_at,,0.0,1.0,1.0
227895_at,,0.0,1.0,1.0
227896_at,,0.0,1.0,1.0
227897_at,,0.0,1.0,1.0
227898_s_at,,0.0,1.0,1.0
227899_at,,0.0,1.0,1.0
227900_at,,0.0,1.0,1.0
227901_at,,0.0,1.0,1.0
227902_at,,0.0,1.0,1.0
227903_x_at,,0.0,1.0,1.0
227904_at,,0.0,1.0,1.0
227905_s_at,,0.0,1.0,1.0
227907_at,,0.0,1.0,1.0
227908_at,,0.0,1.0,1.0
227909_at,,0.0,1.0,1.0
227911_at,,0.0,1.0,1.0
227916_x_at,,0.0,1.0,1.0
227917_at,,0.0,1.0,1.0
227918_s_at,,0.0,1.0,1.0
227920_at,,0.0,1.0,1.0
227921_at,,0.0,1.0,1.0
227922_x_at,,0.0,1.0,1.0
227923_at,,0.0,1.0,1.0
227924_at,,0.0,1.0,1.0
227925_at,,0.0,1.0,1.0
227926_s_at,,0.0,1.0,1.0
227927_at,,0.0,1.0,1.0
227928_at,,0.0,1.0,1.0
227929_at,,0.0,1.0,1.0
227930_at,,0.0,1.0,1.0
227931_at,,0.0,1.0,1.0
227932_at,,0.0,1.0,1.0
227933_at,,0.0,1.0,1.0
227934_at,,0.0,1.0,1.0
227935_s_at,,0.0,1.0,1.0
227936_at,,0.0,1.0,1.0
227937_at,,0.0,1.0,1.0
227940_at,,0.0,1.0,1.0
227941_at,,0.0,1.0,1.0
227942_s_at,,0.0,1.0,1.0
227943_at,,0.0,1.0,1.0
227944_at,,0.0,1.0,1.0
227946_at,,0.0,1.0,1.0
227947_at,,0.0,1.0,1.0
227948_at,,0.0,1.0,1.0
227951_s_at,,0.0,1.0,1.0
227952_at,,0.0,1.0,1.0
227954_at,,0.0,1.0,1.0
227955_s_at,,0.0,1.0,1.0
227959_at,,0.0,1.0,1.0
227960_s_at,,0.0,1.0,1.0
227961_at,,0.0,1.0,1.0
227962_at,,0.0,1.0,1.0
227963_at,,0.0,1.0,1.0
227964_at,,0.0,1.0,1.0
227965_at,,0.0,1.0,1.0
227966_s_at,,0.0,1.0,1.0
227967_at,,0.0,1.0,1.0
227968_at,,0.0,1.0,1.0
227969_at,,0.0,1.0,1.0
227970_at,,0.0,1.0,1.0
227971_at,,0.0,1.0,1.0
227972_at,,0.0,1.0,1.0
227973_at,,0.0,1.0,1.0
227974_at,,0.0,1.0,1.0
227975_at,,0.0,1.0,1.0
227977_at,,0.0,1.0,1.0
227978_s_at,,0.0,1.0,1.0
227979_at,,0.0,1.0,1.0
227980_at,,0.0,1.0,1.0
227981_at,,0.0,1.0,1.0
227982_at,,0.0,1.0,1.0
227983_at,,0.0,1.0,1.0
227984_at,,0.0,1.0,1.0
227985_at,,0.0,1.0,1.0
227986_at,,0.0,1.0,1.0
227987_at,,0.0,1.0,1.0
227988_s_at,,0.0,1.0,1.0
227990_at,,0.0,1.0,1.0
227991_x_at,,0.0,1.0,1.0
227992_s_at,,0.0,1.0,1.0
227993_at,,0.0,1.0,1.0
227994_x_at,,0.0,1.0,1.0
227995_at,,0.0,1.0,1.0
227996_at,,0.0,1.0,1.0
227997_at,,0.0,1.0,1.0
227998_at,,0.0,1.0,1.0
227999_at,,0.0,1.0,1.0
228000_at,,0.0,1.0,1.0
228001_at,,0.0,1.0,1.0
228002_at,,0.0,1.0,1.0
228003_at,,0.0,1.0,1.0
228005_at,,0.0,1.0,1.0
228006_at,,0.0,1.0,1.0
228007_at,,0.0,1.0,1.0
228008_at,,0.0,1.0,1.0
228009_x_at,,0.0,1.0,1.0
228010_at,,0.0,1.0,1.0
228011_at,,0.0,1.0,1.0
228012_at,,0.0,1.0,1.0
228013_at,,0.0,1.0,1.0
228014_at,,0.0,1.0,1.0
228016_s_at,,0.0,1.0,1.0
228019_s_at,,0.0,1.0,1.0
228020_at,,0.0,1.0,1.0
228023_x_at,,0.0,1.0,1.0
228024_at,,0.0,1.0,1.0
228026_at,,0.0,1.0,1.0
228027_at,,0.0,1.0,1.0
228028_at,,0.0,1.0,1.0
228029_at,,0.0,1.0,1.0
228030_at,,0.0,1.0,1.0
228031_at,,0.0,1.0,1.0
228032_s_at,,0.0,1.0,1.0
228033_at,,0.0,1.0,1.0
228037_at,,0.0,1.0,1.0
228038_at,,0.0,1.0,1.0
228039_at,,0.0,1.0,1.0
228040_at,,0.0,1.0,1.0
228041_at,,0.0,1.0,1.0
228045_at,,0.0,1.0,1.0
228046_at,,0.0,1.0,1.0
228047_at,,0.0,1.0,1.0
228048_at,,0.0,1.0,1.0
228049_x_at,,0.0,1.0,1.0
228050_at,,0.0,1.0,1.0
228051_at,,0.0,1.0,1.0
228053_s_at,,0.0,1.0,1.0
228054_at,,0.0,1.0,1.0
228055_at,,0.0,1.0,1.0
228057_at,,0.0,1.0,1.0
228058_at,,0.0,1.0,1.0
228059_x_at,,0.0,1.0,1.0
228061_at,,0.0,1.0,1.0
228062_at,,0.0,1.0,1.0
228063_s_at,,0.0,1.0,1.0
228064_at,,0.0,1.0,1.0
228065_at,,0.0,1.0,1.0
228066_at,,0.0,1.0,1.0
228067_at,,0.0,1.0,1.0
228068_at,,0.0,1.0,1.0
228069_at,,0.0,1.0,1.0
228070_at,,0.0,1.0,1.0
228071_at,,0.0,1.0,1.0
228072_at,,0.0,1.0,1.0
228073_at,,0.0,1.0,1.0
228075_x_at,,0.0,1.0,1.0
228077_at,,0.0,1.0,1.0
228080_at,,0.0,1.0,1.0
228081_at,,0.0,1.0,1.0
228082_at,,0.0,1.0,1.0
228084_at,,0.0,1.0,1.0
228087_at,,0.0,1.0,1.0
228088_at,,0.0,1.0,1.0
228089_x_at,,0.0,1.0,1.0
228090_at,,0.0,1.0,1.0
228091_at,,0.0,1.0,1.0
228092_at,,0.0,1.0,1.0
228093_at,,0.0,1.0,1.0
228094_at,,0.0,1.0,1.0
228095_at,,0.0,1.0,1.0
228096_at,,0.0,1.0,1.0
228097_at,,0.0,1.0,1.0
228098_s_at,,0.0,1.0,1.0
228099_at,,0.0,1.0,1.0
228100_at,,0.0,1.0,1.0
228101_at,,0.0,1.0,1.0
228104_at,,0.0,1.0,1.0
228105_at,,0.0,1.0,1.0
228106_at,,0.0,1.0,1.0
228107_at,,0.0,1.0,1.0
228108_at,,0.0,1.0,1.0
228109_at,,0.0,1.0,1.0
228110_x_at,,0.0,1.0,1.0
228112_at,,0.0,1.0,1.0
228114_x_at,,0.0,1.0,1.0
228115_at,,0.0,1.0,1.0
228116_at,,0.0,1.0,1.0
228119_at,,0.0,1.0,1.0
228120_at,,0.0,1.0,1.0
228121_at,,0.0,1.0,1.0
228122_at,,0.0,1.0,1.0
228123_s_at,,0.0,1.0,1.0
228124_at,,0.0,1.0,1.0
228125_at,,0.0,1.0,1.0
228126_x_at,,0.0,1.0,1.0
228127_at,,0.0,1.0,1.0
228128_x_at,,0.0,1.0,1.0
228129_at,,0.0,1.0,1.0
228130_at,,0.0,1.0,1.0
228131_at,,0.0,1.0,1.0
228135_at,,0.0,1.0,1.0
228136_s_at,,0.0,1.0,1.0
228138_at,,0.0,1.0,1.0
228139_at,,0.0,1.0,1.0
228141_at,,0.0,1.0,1.0
228142_at,,0.0,1.0,1.0
228143_at,,0.0,1.0,1.0
228144_at,,0.0,1.0,1.0
228145_s_at,,0.0,1.0,1.0
228148_at,,0.0,1.0,1.0
228149_at,,0.0,1.0,1.0
228150_at,,0.0,1.0,1.0
228151_at,,0.0,1.0,1.0
228152_s_at,,0.0,1.0,1.0
228153_at,,0.0,1.0,1.0
228155_at,,0.0,1.0,1.0
228156_at,,0.0,1.0,1.0
228157_at,,0.0,1.0,1.0
228158_at,,0.0,1.0,1.0
228159_at,,0.0,1.0,1.0
228160_at,,0.0,1.0,1.0
228162_at,,0.0,1.0,1.0
228164_at,,0.0,1.0,1.0
228167_at,,0.0,1.0,1.0
228168_at,,0.0,1.0,1.0
228171_s_at,,0.0,1.0,1.0
228173_at,,0.0,1.0,1.0
228174_at,,0.0,1.0,1.0
228175_at,,0.0,1.0,1.0
228176_at,,0.0,1.0,1.0
228177_at,,0.0,1.0,1.0
228180_at,,0.0,1.0,1.0
228181_at,,0.0,1.0,1.0
228183_s_at,,0.0,1.0,1.0
228184_at,,0.0,1.0,1.0
228185_at,,0.0,1.0,1.0
228186_s_at,,0.0,1.0,1.0
228188_at,,0.0,1.0,1.0
228189_at,,0.0,1.0,1.0
228190_at,,0.0,1.0,1.0
228191_at,,0.0,1.0,1.0
228195_at,,0.0,1.0,1.0
228196_s_at,,0.0,1.0,1.0
228198_s_at,,0.0,1.0,1.0
228199_at,,0.0,1.0,1.0
228200_at,,0.0,1.0,1.0
228201_at,,0.0,1.0,1.0
228202_at,,0.0,1.0,1.0
228204_at,,0.0,1.0,1.0
228205_at,,0.0,1.0,1.0
228208_x_at,,0.0,1.0,1.0
228209_at,,0.0,1.0,1.0
228210_at,,0.0,1.0,1.0
228213_at,,0.0,1.0,1.0
228214_at,,0.0,1.0,1.0
228216_at,,0.0,1.0,1.0
228217_s_at,,0.0,1.0,1.0
228219_s_at,,0.0,1.0,1.0
228220_at,,0.0,1.0,1.0
228221_at,,0.0,1.0,1.0
228222_at,,0.0,1.0,1.0
228223_at,,0.0,1.0,1.0
228224_at,,0.0,1.0,1.0
228225_at,,0.0,1.0,1.0
228226_s_at,,0.0,1.0,1.0
228228_at,,0.0,1.0,1.0
228229_at,,0.0,1.0,1.0
228230_at,,0.0,1.0,1.0
228231_at,,0.0,1.0,1.0
228233_at,,0.0,1.0,1.0
228234_at,,0.0,1.0,1.0
228235_at,,0.0,1.0,1.0
228236_at,,0.0,1.0,1.0
228238_at,,0.0,1.0,1.0
228239_at,,0.0,1.0,1.0
228240_at,,0.0,1.0,1.0
228241_at,,0.0,1.0,1.0
228242_at,,0.0,1.0,1.0
228243_at,,0.0,1.0,1.0
228244_at,,0.0,1.0,1.0
228245_s_at,,0.0,1.0,1.0
228247_at,,0.0,1.0,1.0
228248_at,,0.0,1.0,1.0
228249_at,,0.0,1.0,1.0
228250_at,,0.0,1.0,1.0
228251_at,,0.0,1.0,1.0
228252_at,,0.0,1.0,1.0
228253_at,,0.0,1.0,1.0
228254_at,,0.0,1.0,1.0
228255_at,,0.0,1.0,1.0
228256_s_at,,0.0,1.0,1.0
228257_at,,0.0,1.0,1.0
228258_at,,0.0,1.0,1.0
228259_s_at,,0.0,1.0,1.0
228260_at,,0.0,1.0,1.0
228262_at,,0.0,1.0,1.0
228263_at,,0.0,1.0,1.0
228264_at,,0.0,1.0,1.0
228266_s_at,,0.0,1.0,1.0
228268_at,,0.0,1.0,1.0
228271_at,,0.0,1.0,1.0
228272_at,,0.0,1.0,1.0
228273_at,,0.0,1.0,1.0
228274_at,,0.0,1.0,1.0
228275_at,,0.0,1.0,1.0
228277_at,,0.0,1.0,1.0
228278_at,,0.0,1.0,1.0
228280_at,,0.0,1.0,1.0
228281_at,,0.0,1.0,1.0
228282_at,,0.0,1.0,1.0
228283_at,,0.0,1.0,1.0
228284_at,,0.0,1.0,1.0
228285_at,,0.0,1.0,1.0
228286_at,,0.0,1.0,1.0
228287_at,,0.0,1.0,1.0
228290_at,,0.0,1.0,1.0
228291_s_at,,0.0,1.0,1.0
228292_at,,0.0,1.0,1.0
228293_at,,0.0,1.0,1.0
228295_at,,0.0,1.0,1.0
228297_at,,0.0,1.0,1.0
228298_at,,0.0,1.0,1.0
228299_at,,0.0,1.0,1.0
228301_x_at,,0.0,1.0,1.0
228302_x_at,,0.0,1.0,1.0
228303_at,,0.0,1.0,1.0
228304_at,,0.0,1.0,1.0
228305_at,,0.0,1.0,1.0
228306_at,,0.0,1.0,1.0
228307_at,,0.0,1.0,1.0
228308_at,,0.0,1.0,1.0
228310_at,,0.0,1.0,1.0
228311_at,,0.0,1.0,1.0
228312_at,,0.0,1.0,1.0
228314_at,,0.0,1.0,1.0
228315_at,,0.0,1.0,1.0
228316_at,,0.0,1.0,1.0
228318_s_at,,0.0,1.0,1.0
228319_at,,0.0,1.0,1.0
228320_x_at,,0.0,1.0,1.0
228323_at,,0.0,1.0,1.0
228324_at,,0.0,1.0,1.0
228325_at,,0.0,1.0,1.0
228326_at,,0.0,1.0,1.0
228327_x_at,,0.0,1.0,1.0
228328_at,,0.0,1.0,1.0
228330_at,,0.0,1.0,1.0
228331_at,,0.0,1.0,1.0
228332_s_at,,0.0,1.0,1.0
228333_at,,0.0,1.0,1.0
228334_x_at,,0.0,1.0,1.0
228335_at,,0.0,1.0,1.0
228336_at,,0.0,1.0,1.0
228337_at,,0.0,1.0,1.0
228338_at,,0.0,1.0,1.0
228339_at,,0.0,1.0,1.0
228340_at,,0.0,1.0,1.0
228341_at,,0.0,1.0,1.0
228342_s_at,,0.0,1.0,1.0
228345_at,,0.0,1.0,1.0
228346_at,,0.0,1.0,1.0
228347_at,,0.0,1.0,1.0
228348_at,,0.0,1.0,1.0
228349_at,,0.0,1.0,1.0
228351_at,,0.0,1.0,1.0
228355_s_at,,0.0,1.0,1.0
228356_at,,0.0,1.0,1.0
228357_at,,0.0,1.0,1.0
228360_at,,0.0,1.0,1.0
228361_at,,0.0,1.0,1.0
228362_s_at,,0.0,1.0,1.0
228363_at,,0.0,1.0,1.0
228364_at,,0.0,1.0,1.0
228365_at,,0.0,1.0,1.0
228366_at,,0.0,1.0,1.0
228367_at,,0.0,1.0,1.0
228369_at,,0.0,1.0,1.0
228370_at,,0.0,1.0,1.0
228372_at,,0.0,1.0,1.0
228373_at,,0.0,1.0,1.0
228374_at,,0.0,1.0,1.0
228376_at,,0.0,1.0,1.0
228378_at,,0.0,1.0,1.0
228379_at,,0.0,1.0,1.0
228380_at,,0.0,1.0,1.0
228381_at,,0.0,1.0,1.0
228382_at,,0.0,1.0,1.0
228383_at,,0.0,1.0,1.0
228384_s_at,,0.0,1.0,1.0
228385_at,,0.0,1.0,1.0
228386_s_at,,0.0,1.0,1.0
228387_at,,0.0,1.0,1.0
228388_at,,0.0,1.0,1.0
228389_at,,0.0,1.0,1.0
228390_at,,0.0,1.0,1.0
228391_at,,0.0,1.0,1.0
228392_at,,0.0,1.0,1.0
228393_s_at,,0.0,1.0,1.0
228395_at,,0.0,1.0,1.0
228396_at,,0.0,1.0,1.0
228397_at,,0.0,1.0,1.0
228399_at,,0.0,1.0,1.0
228400_at,,0.0,1.0,1.0
228401_at,,0.0,1.0,1.0
228402_at,,0.0,1.0,1.0
228403_at,,0.0,1.0,1.0
228405_at,,0.0,1.0,1.0
228407_at,,0.0,1.0,1.0
228408_s_at,,0.0,1.0,1.0
228409_at,,0.0,1.0,1.0
228410_at,,0.0,1.0,1.0
228411_at,,0.0,1.0,1.0
228415_at,,0.0,1.0,1.0
228416_at,,0.0,1.0,1.0
228418_at,,0.0,1.0,1.0
228419_at,,0.0,1.0,1.0
228420_at,,0.0,1.0,1.0
228423_at,,0.0,1.0,1.0
228424_at,,0.0,1.0,1.0
228425_at,,0.0,1.0,1.0
228426_at,,0.0,1.0,1.0
228427_at,,0.0,1.0,1.0
228429_x_at,,0.0,1.0,1.0
228433_at,,0.0,1.0,1.0
228434_at,,0.0,1.0,1.0
228435_at,,0.0,1.0,1.0
228437_at,,0.0,1.0,1.0
228438_at,,0.0,1.0,1.0
228439_at,,0.0,1.0,1.0
228440_at,,0.0,1.0,1.0
228441_s_at,,0.0,1.0,1.0
228442_at,,0.0,1.0,1.0
228443_s_at,,0.0,1.0,1.0
228444_at,,0.0,1.0,1.0
228445_at,,0.0,1.0,1.0
228446_at,,0.0,1.0,1.0
228449_at,,0.0,1.0,1.0
228450_at,,0.0,1.0,1.0
228452_at,,0.0,1.0,1.0
228453_at,,0.0,1.0,1.0
228454_at,,0.0,1.0,1.0
228455_at,,0.0,1.0,1.0
228456_s_at,,0.0,1.0,1.0
228457_at,,0.0,1.0,1.0
228458_at,,0.0,1.0,1.0
228460_at,,0.0,1.0,1.0
228461_at,,0.0,1.0,1.0
228462_at,,0.0,1.0,1.0
228464_at,,0.0,1.0,1.0
228465_at,,0.0,1.0,1.0
228466_at,,0.0,1.0,1.0
228468_at,,0.0,1.0,1.0
228469_at,,0.0,1.0,1.0
228471_at,,0.0,1.0,1.0
228472_at,,0.0,1.0,1.0
228476_at,,0.0,1.0,1.0
228477_at,,0.0,1.0,1.0
228478_at,,0.0,1.0,1.0
228479_at,,0.0,1.0,1.0
228480_at,,0.0,1.0,1.0
228481_at,,0.0,1.0,1.0
228482_at,,0.0,1.0,1.0
228483_s_at,,0.0,1.0,1.0
228485_s_at,,0.0,1.0,1.0
228486_at,,0.0,1.0,1.0
228487_s_at,,0.0,1.0,1.0
228488_at,,0.0,1.0,1.0
228489_at,,0.0,1.0,1.0
228490_at,,0.0,1.0,1.0
228494_at,,0.0,1.0,1.0
228495_at,,0.0,1.0,1.0
228496_s_at,,0.0,1.0,1.0
228497_at,,0.0,1.0,1.0
228498_at,,0.0,1.0,1.0
228499_at,,0.0,1.0,1.0
228501_at,,0.0,1.0,1.0
228503_at,,0.0,1.0,1.0
228504_at,,0.0,1.0,1.0
228505_s_at,,0.0,1.0,1.0
228506_at,,0.0,1.0,1.0
228507_at,,0.0,1.0,1.0
228509_at,,0.0,1.0,1.0
228510_at,,0.0,1.0,1.0
228512_at,,0.0,1.0,1.0
228513_at,,0.0,1.0,1.0
228515_at,,0.0,1.0,1.0
228516_at,,0.0,1.0,1.0
228517_at,,0.0,1.0,1.0
228518_at,,0.0,1.0,1.0
228519_x_at,,0.0,1.0,1.0
228520_s_at,,0.0,1.0,1.0
228521_s_at,,0.0,1.0,1.0
228523_at,,0.0,1.0,1.0
228524_at,,0.0,1.0,1.0
228528_at,,0.0,1.0,1.0
228529_at,,0.0,1.0,1.0
228531_at,,0.0,1.0,1.0
228532_at,,0.0,1.0,1.0
228535_at,,0.0,1.0,1.0
228536_at,,0.0,1.0,1.0
228537_at,,0.0,1.0,1.0
228538_at,,0.0,1.0,1.0
228539_at,,0.0,1.0,1.0
228540_at,,0.0,1.0,1.0
228541_x_at,,0.0,1.0,1.0
228542_at,,0.0,1.0,1.0
228543_at,,0.0,1.0,1.0
228544_s_at,,0.0,1.0,1.0
228545_at,,0.0,1.0,1.0
228548_at,,0.0,1.0,1.0
228549_at,,0.0,1.0,1.0
228550_at,,0.0,1.0,1.0
228551_at,,0.0,1.0,1.0
228554_at,,0.0,1.0,1.0
228555_at,,0.0,1.0,1.0
228556_at,,0.0,1.0,1.0
228557_at,,0.0,1.0,1.0
228558_at,,0.0,1.0,1.0
228559_at,,0.0,1.0,1.0
228560_at,,0.0,1.0,1.0
228561_at,,0.0,1.0,1.0
228562_at,,0.0,1.0,1.0
228563_at,,0.0,1.0,1.0
228564_at,,0.0,1.0,1.0
228565_at,,0.0,1.0,1.0
228566_at,,0.0,1.0,1.0
228567_at,,0.0,1.0,1.0
228568_at,,0.0,1.0,1.0
228569_at,,0.0,1.0,1.0
228570_at,,0.0,1.0,1.0
228571_at,,0.0,1.0,1.0
228572_at,,0.0,1.0,1.0
228573_at,,0.0,1.0,1.0
228574_at,,0.0,1.0,1.0
228577_x_at,,0.0,1.0,1.0
228578_at,,0.0,1.0,1.0
228579_at,,0.0,1.0,1.0
228582_x_at,,0.0,1.0,1.0
228583_at,,0.0,1.0,1.0
228584_at,,0.0,1.0,1.0
228585_at,,0.0,1.0,1.0
228587_at,,0.0,1.0,1.0
228588_s_at,,0.0,1.0,1.0
228590_at,,0.0,1.0,1.0
228592_at,,0.0,1.0,1.0
228593_at,,0.0,1.0,1.0
228594_at,,0.0,1.0,1.0
228595_at,,0.0,1.0,1.0
228596_at,,0.0,1.0,1.0
228597_at,,0.0,1.0,1.0
228599_at,,0.0,1.0,1.0
228600_x_at,,0.0,1.0,1.0
228601_at,,0.0,1.0,1.0
228602_at,,0.0,1.0,1.0
228603_at,,0.0,1.0,1.0
228604_at,,0.0,1.0,1.0
228605_at,,0.0,1.0,1.0
228606_at,,0.0,1.0,1.0
228607_at,,0.0,1.0,1.0
228608_at,,0.0,1.0,1.0
228611_s_at,,0.0,1.0,1.0
228612_at,,0.0,1.0,1.0
228613_at,,0.0,1.0,1.0
228614_at,,0.0,1.0,1.0
228615_at,,0.0,1.0,1.0
228617_at,,0.0,1.0,1.0
228618_at,,0.0,1.0,1.0
228619_x_at,,0.0,1.0,1.0
228620_at,,0.0,1.0,1.0
228622_s_at,,0.0,1.0,1.0
228623_at,,0.0,1.0,1.0
228624_at,,0.0,1.0,1.0
228625_at,,0.0,1.0,1.0
228627_at,,0.0,1.0,1.0
228628_at,,0.0,1.0,1.0
228630_at,,0.0,1.0,1.0
228633_s_at,,0.0,1.0,1.0
228636_at,,0.0,1.0,1.0
228638_at,,0.0,1.0,1.0
228639_at,,0.0,1.0,1.0
228640_at,,0.0,1.0,1.0
228641_at,,0.0,1.0,1.0
228642_at,,0.0,1.0,1.0
228643_at,,0.0,1.0,1.0
