Gene,logFC,t_stat,p_value,q_value
204755_x_at,,0.0,1.0,1.0
204756_at,,0.0,1.0,1.0
204757_s_at,,0.0,1.0,1.0
204759_at,,0.0,1.0,1.0
204761_at,,0.0,1.0,1.0
204763_s_at,,0.0,1.0,1.0
204764_at,,0.0,1.0,1.0
204765_at,,0.0,1.0,1.0
204766_s_at,,0.0,1.0,1.0
204767_s_at,,0.0,1.0,1.0
204768_s_at,,0.0,1.0,1.0
204769_s_at,,0.0,1.0,1.0
204770_at,,0.0,1.0,1.0
204771_s_at,,0.0,1.0,1.0
204772_s_at,,0.0,1.0,1.0
204773_at,,0.0,1.0,1.0
204774_at,,0.0,1.0,1.0
204775_at,,0.0,1.0,1.0
204776_at,,0.0,1.0,1.0
204778_x_at,,0.0,1.0,1.0
204779_s_at,,0.0,1.0,1.0
204780_s_at,,0.0,1.0,1.0
204781_s_at,,0.0,1.0,1.0
204783_at,,0.0,1.0,1.0
204784_s_at,,0.0,1.0,1.0
204785_x_at,,0.0,1.0,1.0
204786_s_at,,0.0,1.0,1.0
204787_at,,0.0,1.0,1.0
204788_s_at,,0.0,1.0,1.0
204789_at,,0.0,1.0,1.0
204790_at,,0.0,1.0,1.0
204791_at,,0.0,1.0,1.0
204792_s_at,,0.0,1.0,1.0
204793_at,,0.0,1.0,1.0
204794_at,,0.0,1.0,1.0
204796_at,,0.0,1.0,1.0
204797_s_at,,0.0,1.0,1.0
204798_at,,0.0,1.0,1.0
204799_at,,0.0,1.0,1.0
204800_s_at,,0.0,1.0,1.0
204804_at,,0.0,1.0,1.0
204805_s_at,,0.0,1.0,1.0
204806_x_at,,0.0,1.0,1.0
204807_at,,0.0,1.0,1.0
204808_s_at,,0.0,1.0,1.0
204809_at,,0.0,1.0,1.0
204811_s_at,,0.0,1.0,1.0
204812_at,,0.0,1.0,1.0
204813_at,,0.0,1.0,1.0
204817_at,,0.0,1.0,1.0
204818_at,,0.0,1.0,1.0
204819_at,,0.0,1.0,1.0
204820_s_at,,0.0,1.0,1.0
204821_at,,0.0,1.0,1.0
204822_at,,0.0,1.0,1.0
204823_at,,0.0,1.0,1.0
204824_at,,0.0,1.0,1.0
204825_at,,0.0,1.0,1.0
204826_at,,0.0,1.0,1.0
204828_at,,0.0,1.0,1.0
204829_s_at,,0.0,1.0,1.0
204831_at,,0.0,1.0,1.0
204832_s_at,,0.0,1.0,1.0
204833_at,,0.0,1.0,1.0
204834_at,,0.0,1.0,1.0
204835_at,,0.0,1.0,1.0
204836_at,,0.0,1.0,1.0
204837_at,,0.0,1.0,1.0
204838_s_at,,0.0,1.0,1.0
204839_at,,0.0,1.0,1.0
204840_s_at,,0.0,1.0,1.0
204842_x_at,,0.0,1.0,1.0
204844_at,,0.0,1.0,1.0
204845_s_at,,0.0,1.0,1.0
204846_at,,0.0,1.0,1.0
204847_at,,0.0,1.0,1.0
204849_at,,0.0,1.0,1.0
204850_s_at,,0.0,1.0,1.0
204851_s_at,,0.0,1.0,1.0
204852_s_at,,0.0,1.0,1.0
204853_at,,0.0,1.0,1.0
204854_at,,0.0,1.0,1.0
204855_at,,0.0,1.0,1.0
204856_at,,0.0,1.0,1.0
204857_at,,0.0,1.0,1.0
204858_s_at,,0.0,1.0,1.0
204859_s_at,,0.0,1.0,1.0
204860_s_at,,0.0,1.0,1.0
204861_s_at,,0.0,1.0,1.0
204862_s_at,,0.0,1.0,1.0
204863_s_at,,0.0,1.0,1.0
204864_s_at,,0.0,1.0,1.0
204865_at,,0.0,1.0,1.0
204866_at,,0.0,1.0,1.0
204867_at,,0.0,1.0,1.0
204868_at,,0.0,1.0,1.0
204871_at,,0.0,1.0,1.0
204872_at,,0.0,1.0,1.0
204873_at,,0.0,1.0,1.0
204875_s_at,,0.0,1.0,1.0
204876_at,,0.0,1.0,1.0
204877_s_at,,0.0,1.0,1.0
204879_at,,0.0,1.0,1.0
204880_at,,0.0,1.0,1.0
204881_s_at,,0.0,1.0,1.0
204882_at,,0.0,1.0,1.0
204883_s_at,,0.0,1.0,1.0
204885_s_at,,0.0,1.0,1.0
204886_at,,0.0,1.0,1.0
204887_s_at,,0.0,1.0,1.0
204889_s_at,,0.0,1.0,1.0
204890_s_at,,0.0,1.0,1.0
204891_s_at,,0.0,1.0,1.0
204892_x_at,,0.0,1.0,1.0
204893_s_at,,0.0,1.0,1.0
204894_s_at,,0.0,1.0,1.0
204897_at,,0.0,1.0,1.0
204899_s_at,,0.0,1.0,1.0
204900_x_at,,0.0,1.0,1.0
204902_s_at,,0.0,1.0,1.0
204903_x_at,,0.0,1.0,1.0
204904_at,,0.0,1.0,1.0
204905_s_at,,0.0,1.0,1.0
204906_at,,0.0,1.0,1.0
204907_s_at,,0.0,1.0,1.0
204908_s_at,,0.0,1.0,1.0
204911_s_at,,0.0,1.0,1.0
204912_at,,0.0,1.0,1.0
204913_s_at,,0.0,1.0,1.0
204914_s_at,,0.0,1.0,1.0
204915_s_at,,0.0,1.0,1.0
204916_at,,0.0,1.0,1.0
204917_s_at,,0.0,1.0,1.0
204918_s_at,,0.0,1.0,1.0
204919_at,,0.0,1.0,1.0
204920_at,,0.0,1.0,1.0
204921_at,,0.0,1.0,1.0
204922_at,,0.0,1.0,1.0
204923_at,,0.0,1.0,1.0
204924_at,,0.0,1.0,1.0
204925_at,,0.0,1.0,1.0
204927_at,,0.0,1.0,1.0
204928_s_at,,0.0,1.0,1.0
204929_s_at,,0.0,1.0,1.0
204930_s_at,,0.0,1.0,1.0
204932_at,,0.0,1.0,1.0
204933_s_at,,0.0,1.0,1.0
204934_s_at,,0.0,1.0,1.0
204935_at,,0.0,1.0,1.0
204936_at,,0.0,1.0,1.0
204937_s_at,,0.0,1.0,1.0
204939_s_at,,0.0,1.0,1.0
204940_at,,0.0,1.0,1.0
204941_s_at,,0.0,1.0,1.0
204942_s_at,,0.0,1.0,1.0
204944_at,,0.0,1.0,1.0
204946_s_at,,0.0,1.0,1.0
204947_at,,0.0,1.0,1.0
204948_s_at,,0.0,1.0,1.0
204949_at,,0.0,1.0,1.0
204950_at,,0.0,1.0,1.0
204951_at,,0.0,1.0,1.0
204952_at,,0.0,1.0,1.0
204955_at,,0.0,1.0,1.0
204956_at,,0.0,1.0,1.0
204957_at,,0.0,1.0,1.0
204958_at,,0.0,1.0,1.0
204959_at,,0.0,1.0,1.0
204960_at,,0.0,1.0,1.0
204961_s_at,,0.0,1.0,1.0
204962_s_at,,0.0,1.0,1.0
204963_at,,0.0,1.0,1.0
204964_s_at,,0.0,1.0,1.0
204966_at,,0.0,1.0,1.0
204967_at,,0.0,1.0,1.0
204968_at,,0.0,1.0,1.0
204969_s_at,,0.0,1.0,1.0
204970_s_at,,0.0,1.0,1.0
204971_at,,0.0,1.0,1.0
204972_at,,0.0,1.0,1.0
204973_at,,0.0,1.0,1.0
204974_at,,0.0,1.0,1.0
204975_at,,0.0,1.0,1.0
204976_s_at,,0.0,1.0,1.0
204977_at,,0.0,1.0,1.0
204978_at,,0.0,1.0,1.0
204979_s_at,,0.0,1.0,1.0
204980_at,,0.0,1.0,1.0
204981_at,,0.0,1.0,1.0
204982_at,,0.0,1.0,1.0
204983_s_at,,0.0,1.0,1.0
204984_at,,0.0,1.0,1.0
204985_s_at,,0.0,1.0,1.0
204986_s_at,,0.0,1.0,1.0
204988_at,,0.0,1.0,1.0
204989_s_at,,0.0,1.0,1.0
204990_s_at,,0.0,1.0,1.0
204991_s_at,,0.0,1.0,1.0
204992_s_at,,0.0,1.0,1.0
204993_at,,0.0,1.0,1.0
204994_at,,0.0,1.0,1.0
204995_at,,0.0,1.0,1.0
204997_at,,0.0,1.0,1.0
204998_s_at,,0.0,1.0,1.0
204999_s_at,,0.0,1.0,1.0
205002_at,,0.0,1.0,1.0
205003_at,,0.0,1.0,1.0
205004_at,,0.0,1.0,1.0
205005_s_at,,0.0,1.0,1.0
205006_s_at,,0.0,1.0,1.0
205008_s_at,,0.0,1.0,1.0
205009_at,,0.0,1.0,1.0
205010_at,,0.0,1.0,1.0
205011_at,,0.0,1.0,1.0
205012_s_at,,0.0,1.0,1.0
205013_s_at,,0.0,1.0,1.0
205016_at,,0.0,1.0,1.0
205017_s_at,,0.0,1.0,1.0
205018_s_at,,0.0,1.0,1.0
205019_s_at,,0.0,1.0,1.0
205020_s_at,,0.0,1.0,1.0
205021_s_at,,0.0,1.0,1.0
205022_s_at,,0.0,1.0,1.0
205024_s_at,,0.0,1.0,1.0
205025_at,,0.0,1.0,1.0
205026_at,,0.0,1.0,1.0
205027_s_at,,0.0,1.0,1.0
205029_s_at,,0.0,1.0,1.0
205030_at,,0.0,1.0,1.0
205032_at,,0.0,1.0,1.0
205034_at,,0.0,1.0,1.0
205035_at,,0.0,1.0,1.0
205036_at,,0.0,1.0,1.0
205037_at,,0.0,1.0,1.0
205038_at,,0.0,1.0,1.0
205039_s_at,,0.0,1.0,1.0
205040_at,,0.0,1.0,1.0
205041_s_at,,0.0,1.0,1.0
205042_at,,0.0,1.0,1.0
205044_at,,0.0,1.0,1.0
205045_at,,0.0,1.0,1.0
205046_at,,0.0,1.0,1.0
205047_s_at,,0.0,1.0,1.0
205048_s_at,,0.0,1.0,1.0
205049_s_at,,0.0,1.0,1.0
205050_s_at,,0.0,1.0,1.0
205051_s_at,,0.0,1.0,1.0
205052_at,,0.0,1.0,1.0
205053_at,,0.0,1.0,1.0
205055_at,,0.0,1.0,1.0
205059_s_at,,0.0,1.0,1.0
205060_at,,0.0,1.0,1.0
205061_s_at,,0.0,1.0,1.0
205062_x_at,,0.0,1.0,1.0
205063_at,,0.0,1.0,1.0
205064_at,,0.0,1.0,1.0
205066_s_at,,0.0,1.0,1.0
205067_at,,0.0,1.0,1.0
205068_s_at,,0.0,1.0,1.0
205070_at,,0.0,1.0,1.0
205071_x_at,,0.0,1.0,1.0
205072_s_at,,0.0,1.0,1.0
205073_at,,0.0,1.0,1.0
205074_at,,0.0,1.0,1.0
205076_s_at,,0.0,1.0,1.0
205077_s_at,,0.0,1.0,1.0
205078_at,,0.0,1.0,1.0
205079_s_at,,0.0,1.0,1.0
205080_at,,0.0,1.0,1.0
205081_at,,0.0,1.0,1.0
205082_s_at,,0.0,1.0,1.0
205083_at,,0.0,1.0,1.0
205084_at,,0.0,1.0,1.0
205085_at,,0.0,1.0,1.0
205086_s_at,,0.0,1.0,1.0
205087_at,,0.0,1.0,1.0
205088_at,,0.0,1.0,1.0
205089_at,,0.0,1.0,1.0
205090_s_at,,0.0,1.0,1.0
205091_x_at,,0.0,1.0,1.0
205092_x_at,,0.0,1.0,1.0
205093_at,,0.0,1.0,1.0
205094_at,,0.0,1.0,1.0
205095_s_at,,0.0,1.0,1.0
205096_at,,0.0,1.0,1.0
205097_at,,0.0,1.0,1.0
205098_at,,0.0,1.0,1.0
205099_s_at,,0.0,1.0,1.0
205100_at,,0.0,1.0,1.0
205101_at,,0.0,1.0,1.0
205104_at,,0.0,1.0,1.0
205105_at,,0.0,1.0,1.0
205107_s_at,,0.0,1.0,1.0
205109_s_at,,0.0,1.0,1.0
205110_s_at,,0.0,1.0,1.0
205111_s_at,,0.0,1.0,1.0
205112_at,,0.0,1.0,1.0
205114_s_at,,0.0,1.0,1.0
205115_s_at,,0.0,1.0,1.0
205116_at,,0.0,1.0,1.0
205117_at,,0.0,1.0,1.0
205119_s_at,,0.0,1.0,1.0
205120_s_at,,0.0,1.0,1.0
205122_at,,0.0,1.0,1.0
205123_s_at,,0.0,1.0,1.0
205125_at,,0.0,1.0,1.0
205126_at,,0.0,1.0,1.0
205128_x_at,,0.0,1.0,1.0
205129_at,,0.0,1.0,1.0
205130_at,,0.0,1.0,1.0
205131_x_at,,0.0,1.0,1.0
205133_s_at,,0.0,1.0,1.0
205134_s_at,,0.0,1.0,1.0
205135_s_at,,0.0,1.0,1.0
205136_s_at,,0.0,1.0,1.0
205139_s_at,,0.0,1.0,1.0
205140_at,,0.0,1.0,1.0
205141_at,,0.0,1.0,1.0
205142_x_at,,0.0,1.0,1.0
205143_at,,0.0,1.0,1.0
205145_s_at,,0.0,1.0,1.0
205146_x_at,,0.0,1.0,1.0
205147_x_at,,0.0,1.0,1.0
205150_s_at,,0.0,1.0,1.0
205151_s_at,,0.0,1.0,1.0
205153_s_at,,0.0,1.0,1.0
205154_at,,0.0,1.0,1.0
205155_s_at,,0.0,1.0,1.0
205157_s_at,,0.0,1.0,1.0
205158_at,,0.0,1.0,1.0
205159_at,,0.0,1.0,1.0
205160_at,,0.0,1.0,1.0
205161_s_at,,0.0,1.0,1.0
205162_at,,0.0,1.0,1.0
205164_at,,0.0,1.0,1.0
205165_at,,0.0,1.0,1.0
205167_s_at,,0.0,1.0,1.0
205168_at,,0.0,1.0,1.0
205169_at,,0.0,1.0,1.0
205170_at,,0.0,1.0,1.0
205171_at,,0.0,1.0,1.0
205172_x_at,,0.0,1.0,1.0
205173_x_at,,0.0,1.0,1.0
205174_s_at,,0.0,1.0,1.0
205176_s_at,,0.0,1.0,1.0
205178_s_at,,0.0,1.0,1.0
205180_s_at,,0.0,1.0,1.0
205181_at,,0.0,1.0,1.0
205182_s_at,,0.0,1.0,1.0
205184_at,,0.0,1.0,1.0
205185_at,,0.0,1.0,1.0
205186_at,,0.0,1.0,1.0
205187_at,,0.0,1.0,1.0
205188_s_at,,0.0,1.0,1.0
205189_s_at,,0.0,1.0,1.0
205190_at,,0.0,1.0,1.0
205191_at,,0.0,1.0,1.0
205192_at,,0.0,1.0,1.0
205193_at,,0.0,1.0,1.0
205194_at,,0.0,1.0,1.0
205195_at,,0.0,1.0,1.0
205196_s_at,,0.0,1.0,1.0
205197_s_at,,0.0,1.0,1.0
205198_s_at,,0.0,1.0,1.0
205199_at,,0.0,1.0,1.0
205200_at,,0.0,1.0,1.0
205201_at,,0.0,1.0,1.0
205202_at,,0.0,1.0,1.0
205203_at,,0.0,1.0,1.0
205204_at,,0.0,1.0,1.0
205205_at,,0.0,1.0,1.0
205206_at,,0.0,1.0,1.0
205207_at,,0.0,1.0,1.0
205208_at,,0.0,1.0,1.0
205209_at,,0.0,1.0,1.0
205210_at,,0.0,1.0,1.0
205211_s_at,,0.0,1.0,1.0
205212_s_at,,0.0,1.0,1.0
205213_at,,0.0,1.0,1.0
205214_at,,0.0,1.0,1.0
205215_at,,0.0,1.0,1.0
205217_at,,0.0,1.0,1.0
205218_at,,0.0,1.0,1.0
205219_s_at,,0.0,1.0,1.0
205220_at,,0.0,1.0,1.0
205221_at,,0.0,1.0,1.0
205222_at,,0.0,1.0,1.0
205223_at,,0.0,1.0,1.0
205224_at,,0.0,1.0,1.0
205225_at,,0.0,1.0,1.0
205226_at,,0.0,1.0,1.0
205227_at,,0.0,1.0,1.0
205229_s_at,,0.0,1.0,1.0
205231_s_at,,0.0,1.0,1.0
205232_s_at,,0.0,1.0,1.0
205233_s_at,,0.0,1.0,1.0
205234_at,,0.0,1.0,1.0
205235_s_at,,0.0,1.0,1.0
205236_x_at,,0.0,1.0,1.0
205237_at,,0.0,1.0,1.0
205238_at,,0.0,1.0,1.0
205239_at,,0.0,1.0,1.0
205240_at,,0.0,1.0,1.0
205241_at,,0.0,1.0,1.0
205242_at,,0.0,1.0,1.0
205244_s_at,,0.0,1.0,1.0
205245_at,,0.0,1.0,1.0
205246_at,,0.0,1.0,1.0
205247_at,,0.0,1.0,1.0
205248_at,,0.0,1.0,1.0
205249_at,,0.0,1.0,1.0
205250_s_at,,0.0,1.0,1.0
205251_at,,0.0,1.0,1.0
205252_at,,0.0,1.0,1.0
205253_at,,0.0,1.0,1.0
205255_x_at,,0.0,1.0,1.0
205257_s_at,,0.0,1.0,1.0
205258_at,,0.0,1.0,1.0
205259_at,,0.0,1.0,1.0
205260_s_at,,0.0,1.0,1.0
205263_at,,0.0,1.0,1.0
205264_at,,0.0,1.0,1.0
205265_s_at,,0.0,1.0,1.0
205266_at,,0.0,1.0,1.0
205267_at,,0.0,1.0,1.0
205268_s_at,,0.0,1.0,1.0
205269_at,,0.0,1.0,1.0
205270_s_at,,0.0,1.0,1.0
205271_s_at,,0.0,1.0,1.0
205273_s_at,,0.0,1.0,1.0
205276_s_at,,0.0,1.0,1.0
205277_at,,0.0,1.0,1.0
205279_s_at,,0.0,1.0,1.0
205280_at,,0.0,1.0,1.0
205281_s_at,,0.0,1.0,1.0
205282_at,,0.0,1.0,1.0
205283_at,,0.0,1.0,1.0
205284_at,,0.0,1.0,1.0
205285_s_at,,0.0,1.0,1.0
205286_at,,0.0,1.0,1.0
205287_s_at,,0.0,1.0,1.0
205288_at,,0.0,1.0,1.0
205289_at,,0.0,1.0,1.0
205290_s_at,,0.0,1.0,1.0
205291_at,,0.0,1.0,1.0
205292_s_at,,0.0,1.0,1.0
205293_x_at,,0.0,1.0,1.0
205296_at,,0.0,1.0,1.0
205297_s_at,,0.0,1.0,1.0
205298_s_at,,0.0,1.0,1.0
205300_s_at,,0.0,1.0,1.0
205301_s_at,,0.0,1.0,1.0
205303_at,,0.0,1.0,1.0
205304_s_at,,0.0,1.0,1.0
205306_x_at,,0.0,1.0,1.0
205307_s_at,,0.0,1.0,1.0
205308_at,,0.0,1.0,1.0
205310_at,,0.0,1.0,1.0
205312_at,,0.0,1.0,1.0
205315_s_at,,0.0,1.0,1.0
205316_at,,0.0,1.0,1.0
205317_s_at,,0.0,1.0,1.0
205319_at,,0.0,1.0,1.0
205320_at,,0.0,1.0,1.0
205321_at,,0.0,1.0,1.0
205322_s_at,,0.0,1.0,1.0
205323_s_at,,0.0,1.0,1.0
205324_s_at,,0.0,1.0,1.0
205326_at,,0.0,1.0,1.0
205327_s_at,,0.0,1.0,1.0
205328_at,,0.0,1.0,1.0
205329_s_at,,0.0,1.0,1.0
205330_at,,0.0,1.0,1.0
205332_at,,0.0,1.0,1.0
205333_s_at,,0.0,1.0,1.0
205334_at,,0.0,1.0,1.0
205335_s_at,,0.0,1.0,1.0
205336_at,,0.0,1.0,1.0
205339_at,,0.0,1.0,1.0
205340_at,,0.0,1.0,1.0
205341_at,,0.0,1.0,1.0
205345_at,,0.0,1.0,1.0
205347_s_at,,0.0,1.0,1.0
205348_s_at,,0.0,1.0,1.0
205349_at,,0.0,1.0,1.0
205350_at,,0.0,1.0,1.0
205351_at,,0.0,1.0,1.0
205352_at,,0.0,1.0,1.0
205353_s_at,,0.0,1.0,1.0
205354_at,,0.0,1.0,1.0
205355_at,,0.0,1.0,1.0
205356_at,,0.0,1.0,1.0
205357_s_at,,0.0,1.0,1.0
205358_at,,0.0,1.0,1.0
205361_s_at,,0.0,1.0,1.0
205362_s_at,,0.0,1.0,1.0
205363_at,,0.0,1.0,1.0
205364_at,,0.0,1.0,1.0
205366_s_at,,0.0,1.0,1.0
205367_at,,0.0,1.0,1.0
205369_x_at,,0.0,1.0,1.0
205370_x_at,,0.0,1.0,1.0
205371_s_at,,0.0,1.0,1.0
205372_at,,0.0,1.0,1.0
205375_at,,0.0,1.0,1.0
205376_at,,0.0,1.0,1.0
205379_at,,0.0,1.0,1.0
205380_at,,0.0,1.0,1.0
205381_at,,0.0,1.0,1.0
205382_s_at,,0.0,1.0,1.0
205383_s_at,,0.0,1.0,1.0
205384_at,,0.0,1.0,1.0
205387_s_at,,0.0,1.0,1.0
205392_s_at,,0.0,1.0,1.0
205393_s_at,,0.0,1.0,1.0
205394_at,,0.0,1.0,1.0
205395_s_at,,0.0,1.0,1.0
205397_x_at,,0.0,1.0,1.0
205398_s_at,,0.0,1.0,1.0
205399_at,,0.0,1.0,1.0
205401_at,,0.0,1.0,1.0
205402_x_at,,0.0,1.0,1.0
205403_at,,0.0,1.0,1.0
205404_at,,0.0,1.0,1.0
205405_at,,0.0,1.0,1.0
205406_s_at,,0.0,1.0,1.0
205407_at,,0.0,1.0,1.0
205408_at,,0.0,1.0,1.0
205409_at,,0.0,1.0,1.0
205412_at,,0.0,1.0,1.0
205413_at,,0.0,1.0,1.0
205414_s_at,,0.0,1.0,1.0
205415_s_at,,0.0,1.0,1.0
205416_s_at,,0.0,1.0,1.0
205417_s_at,,0.0,1.0,1.0
205418_at,,0.0,1.0,1.0
205419_at,,0.0,1.0,1.0
205420_at,,0.0,1.0,1.0
205422_s_at,,0.0,1.0,1.0
205423_at,,0.0,1.0,1.0
205425_at,,0.0,1.0,1.0
205427_at,,0.0,1.0,1.0
205428_s_at,,0.0,1.0,1.0
205429_s_at,,0.0,1.0,1.0
205430_at,,0.0,1.0,1.0
205432_at,,0.0,1.0,1.0
205434_s_at,,0.0,1.0,1.0
205436_s_at,,0.0,1.0,1.0
205437_at,,0.0,1.0,1.0
205439_at,,0.0,1.0,1.0
205440_s_at,,0.0,1.0,1.0
205441_at,,0.0,1.0,1.0
205442_at,,0.0,1.0,1.0
205443_at,,0.0,1.0,1.0
205446_s_at,,0.0,1.0,1.0
205447_s_at,,0.0,1.0,1.0
205448_s_at,,0.0,1.0,1.0
205449_at,,0.0,1.0,1.0
205450_at,,0.0,1.0,1.0
205451_at,,0.0,1.0,1.0
205452_at,,0.0,1.0,1.0
205453_at,,0.0,1.0,1.0
205455_at,,0.0,1.0,1.0
205456_at,,0.0,1.0,1.0
205457_at,,0.0,1.0,1.0
205458_at,,0.0,1.0,1.0
205459_s_at,,0.0,1.0,1.0
205461_at,,0.0,1.0,1.0
205462_s_at,,0.0,1.0,1.0
205463_s_at,,0.0,1.0,1.0
205464_at,,0.0,1.0,1.0
205466_s_at,,0.0,1.0,1.0
205469_s_at,,0.0,1.0,1.0
205470_s_at,,0.0,1.0,1.0
205471_s_at,,0.0,1.0,1.0
205472_s_at,,0.0,1.0,1.0
205473_at,,0.0,1.0,1.0
205474_at,,0.0,1.0,1.0
205475_at,,0.0,1.0,1.0
205476_at,,0.0,1.0,1.0
205478_at,,0.0,1.0,1.0
205479_s_at,,0.0,1.0,1.0
205480_s_at,,0.0,1.0,1.0
205481_at,,0.0,1.0,1.0
205482_x_at,,0.0,1.0,1.0
205483_s_at,,0.0,1.0,1.0
205485_at,,0.0,1.0,1.0
205486_at,,0.0,1.0,1.0
205487_s_at,,0.0,1.0,1.0
205488_at,,0.0,1.0,1.0
205489_at,,0.0,1.0,1.0
205490_x_at,,0.0,1.0,1.0
205493_s_at,,0.0,1.0,1.0
205495_s_at,,0.0,1.0,1.0
205497_at,,0.0,1.0,1.0
205498_at,,0.0,1.0,1.0
205499_at,,0.0,1.0,1.0
205500_at,,0.0,1.0,1.0
205501_at,,0.0,1.0,1.0
205504_at,,0.0,1.0,1.0
205505_at,,0.0,1.0,1.0
205507_at,,0.0,1.0,1.0
205508_at,,0.0,1.0,1.0
205509_at,,0.0,1.0,1.0
205510_s_at,,0.0,1.0,1.0
205511_at,,0.0,1.0,1.0
205512_s_at,,0.0,1.0,1.0
205513_at,,0.0,1.0,1.0
205514_at,,0.0,1.0,1.0
205516_x_at,,0.0,1.0,1.0
205518_s_at,,0.0,1.0,1.0
205519_at,,0.0,1.0,1.0
205521_at,,0.0,1.0,1.0
205522_at,,0.0,1.0,1.0
205523_at,,0.0,1.0,1.0
205525_at,,0.0,1.0,1.0
205526_s_at,,0.0,1.0,1.0
205527_s_at,,0.0,1.0,1.0
205528_s_at,,0.0,1.0,1.0
205529_s_at,,0.0,1.0,1.0
205530_at,,0.0,1.0,1.0
205534_at,,0.0,1.0,1.0
205537_s_at,,0.0,1.0,1.0
205538_at,,0.0,1.0,1.0
205539_at,,0.0,1.0,1.0
205540_s_at,,0.0,1.0,1.0
205541_s_at,,0.0,1.0,1.0
205542_at,,0.0,1.0,1.0
205543_at,,0.0,1.0,1.0
205545_x_at,,0.0,1.0,1.0
205546_s_at,,0.0,1.0,1.0
205547_s_at,,0.0,1.0,1.0
205548_s_at,,0.0,1.0,1.0
205549_at,,0.0,1.0,1.0
205550_s_at,,0.0,1.0,1.0
205552_s_at,,0.0,1.0,1.0
205554_s_at,,0.0,1.0,1.0
205555_s_at,,0.0,1.0,1.0
205558_at,,0.0,1.0,1.0
205559_s_at,,0.0,1.0,1.0
205560_at,,0.0,1.0,1.0
205561_at,,0.0,1.0,1.0
205562_at,,0.0,1.0,1.0
205565_s_at,,0.0,1.0,1.0
205566_at,,0.0,1.0,1.0
205567_at,,0.0,1.0,1.0
205568_at,,0.0,1.0,1.0
205569_at,,0.0,1.0,1.0
205571_at,,0.0,1.0,1.0
205572_at,,0.0,1.0,1.0
205573_s_at,,0.0,1.0,1.0
205574_x_at,,0.0,1.0,1.0
205578_at,,0.0,1.0,1.0
205579_at,,0.0,1.0,1.0
205580_s_at,,0.0,1.0,1.0
205582_s_at,,0.0,1.0,1.0
205583_s_at,,0.0,1.0,1.0
205584_at,,0.0,1.0,1.0
205585_at,,0.0,1.0,1.0
205588_s_at,,0.0,1.0,1.0
205590_at,,0.0,1.0,1.0
205591_at,,0.0,1.0,1.0
205593_s_at,,0.0,1.0,1.0
205594_at,,0.0,1.0,1.0
205595_at,,0.0,1.0,1.0
205596_s_at,,0.0,1.0,1.0
205597_at,,0.0,1.0,1.0
205599_at,,0.0,1.0,1.0
205600_x_at,,0.0,1.0,1.0
205601_s_at,,0.0,1.0,1.0
205603_s_at,,0.0,1.0,1.0
205604_at,,0.0,1.0,1.0
205606_at,,0.0,1.0,1.0
205607_s_at,,0.0,1.0,1.0
205608_s_at,,0.0,1.0,1.0
205609_at,,0.0,1.0,1.0
205611_at,,0.0,1.0,1.0
205613_at,,0.0,1.0,1.0
205614_x_at,,0.0,1.0,1.0
205616_at,,0.0,1.0,1.0
205617_at,,0.0,1.0,1.0
205618_at,,0.0,1.0,1.0
205619_s_at,,0.0,1.0,1.0
205621_at,,0.0,1.0,1.0
205622_at,,0.0,1.0,1.0
205624_at,,0.0,1.0,1.0
205628_at,,0.0,1.0,1.0
205631_at,,0.0,1.0,1.0
205632_s_at,,0.0,1.0,1.0
205633_s_at,,0.0,1.0,1.0
205634_x_at,,0.0,1.0,1.0
205639_at,,0.0,1.0,1.0
205640_at,,0.0,1.0,1.0
205641_s_at,,0.0,1.0,1.0
205642_at,,0.0,1.0,1.0
205644_s_at,,0.0,1.0,1.0
205645_at,,0.0,1.0,1.0
205646_s_at,,0.0,1.0,1.0
205647_at,,0.0,1.0,1.0
205648_at,,0.0,1.0,1.0
205651_x_at,,0.0,1.0,1.0
205652_s_at,,0.0,1.0,1.0
205653_at,,0.0,1.0,1.0
205655_at,,0.0,1.0,1.0
205656_at,,0.0,1.0,1.0
205658_s_at,,0.0,1.0,1.0
205659_at,,0.0,1.0,1.0
205660_at,,0.0,1.0,1.0
205661_s_at,,0.0,1.0,1.0
205662_at,,0.0,1.0,1.0
205664_at,,0.0,1.0,1.0
205665_at,,0.0,1.0,1.0
205666_at,,0.0,1.0,1.0
205667_at,,0.0,1.0,1.0
205668_at,,0.0,1.0,1.0
205671_s_at,,0.0,1.0,1.0
205672_at,,0.0,1.0,1.0
205673_s_at,,0.0,1.0,1.0
205676_at,,0.0,1.0,1.0
205677_s_at,,0.0,1.0,1.0
205679_x_at,,0.0,1.0,1.0
205680_at,,0.0,1.0,1.0
205681_at,,0.0,1.0,1.0
205683_x_at,,0.0,1.0,1.0
205684_s_at,,0.0,1.0,1.0
205685_at,,0.0,1.0,1.0
205686_s_at,,0.0,1.0,1.0
205687_at,,0.0,1.0,1.0
205688_at,,0.0,1.0,1.0
205690_s_at,,0.0,1.0,1.0
205691_at,,0.0,1.0,1.0
205692_s_at,,0.0,1.0,1.0
205694_at,,0.0,1.0,1.0
205695_at,,0.0,1.0,1.0
205696_s_at,,0.0,1.0,1.0
205698_s_at,,0.0,1.0,1.0
205700_at,,0.0,1.0,1.0
205701_at,,0.0,1.0,1.0
205702_at,,0.0,1.0,1.0
205704_s_at,,0.0,1.0,1.0
